epoch,step,train_loss,val_epoch_mae,val_epoch_mse,val_epoch_rmse,val_loss,val_mae,val_rmse
0,0,0.462260901927948,,,,,,
0,1,0.39405742287635803,,,,,,
0,2,0.31613290309906006,,,,,,
0,3,0.2433011829853058,,,,,,
0,4,0.16590894758701324,,,,,,
0,5,0.09118688851594925,,,,,,
0,6,0.023697927594184875,,,,,,
0,7,0.005987538956105709,,,,,,
0,8,0.0808740109205246,,,,,,
0,9,0.05697420984506607,,,,,,
0,10,0.01704275794327259,,,,,,
0,11,0.0008904958376660943,,,,,,
0,12,0.0025802738964557648,,,,,,
0,13,0.008765707723796368,,,,,,
0,14,0.0164492130279541,,,,,,
0,15,0.02215406857430935,,,,,,
0,16,0.028934907168149948,,,,,,
0,17,0.02629304677248001,,,,,,
0,18,0.022090835496783257,,,,,,
0,19,0.015199730172753334,,,,,,
0,20,0.009457469917833805,,,,,,
0,21,0.005052326247096062,,,,,,
0,22,0.000589096627663821,,,,,,
0,23,0.00045270571717992425,,,,,,
0,24,0.0038620270788669586,,,,,,
0,25,0.008011946454644203,,,,,,
0,26,0.009519105777144432,,,,,,
0,27,0.00933473464101553,,,,,,
0,28,0.007999612018465996,,,,,,
0,29,0.0046441624872386456,,,,,,
0,30,0.0019360799342393875,,,,,,
0,31,0.00033075560349971056,,,,,,
0,32,0.00021648673282470554,,,,,,
0,33,0.00114450603723526,,,,,,
0,34,0.0015016410034149885,,,,,,
0,35,0.002289323601871729,,,,,,
0,36,0.003410919802263379,,,,,,
0,37,0.003902402240782976,,,,,,
0,38,0.003318704664707184,,,,,,
0,39,0.00256524165160954,,,,,,
0,40,0.001946179661899805,,,,,,
0,41,0.0009585962980054319,,,,,,
0,42,0.00015595545119140297,,,,,,
0,43,0.0001924280950333923,,,,,,
0,44,0.0003918251604773104,,,,,,
0,45,0.0004129494773223996,,,,,,
0,46,0.0007750778459012508,,,,,,
0,47,0.0008565692696720362,,,,,,
0,48,0.0004115398623980582,,,,,,
0,49,0.00033492763759568334,,,,,,
0,50,0.0001954532926902175,,,,,,
0,51,0.00034012438845820725,,,,,,
0,52,0.0001373186823911965,,,,,,
0,53,0.00023807433899492025,,,,,,
0,54,0.0001840757904574275,,,,,,
0,55,0.00027176266303285956,,,,,,
0,56,0.00023412983864545822,,,,,,
0,57,0.000265353184659034,,,,,,
0,58,0.00019707309547811747,,,,,,
0,59,0.00013455039879772812,,,,,,
0,60,0.0001954485778696835,,,,,,
0,61,0.00041148654418066144,,,,,,
0,62,0.00042814118205569685,,,,,,
0,63,0.00048758526099845767,,,,,,
0,64,0.0001998657826334238,,,,,,
0,65,0.00032208405900746584,,,,,,
0,66,0.00025381174054928124,,,,,,
0,67,0.00014511200424749404,,,,,,
0,68,0.00041245733154937625,,,,,,
0,69,0.0003317762166261673,,,,,,
0,70,0.0006824134616181254,,,,,,
0,71,0.0006943759508430958,,,,,,
0,72,0.00048392656026408076,,,,,,
0,73,0.00031200118246488273,,,,,,
0,74,0.00020553436479531229,,,,,,
0,75,0.0003613684675656259,,,,,,
0,76,0.0011741156922653317,,,,,,
0,77,0.00145717803388834,,,,,,
0,78,0.001268843188881874,,,,,,
0,79,0.0010983466636389494,,,,,,
0,80,0.000725803489331156,,,,,,
0,81,0.00022998673375695944,,,,,,
0,82,0.0003167273825965822,,,,,,
0,83,0.0010289095807820559,,,,,,
0,84,0.0016487912507727742,,,,,,
0,85,0.0019399794982746243,,,,,,
